id,team,sensor,mac,temp,humidity,aqi,tvoc,eco2,created_at,lat,lon,sender,rssi,timestamp
389,team 4,sensor 4,D8:3A:DD:79:8F:80,21.72,19.49,1,0,400,04:46.9,36.6303215,127.4557794,31122ca08c52bb58,-49,1776989082
390,team 4,sensor 4,D8:3A:DD:79:8F:80,21.81,19.46,1,0,400,04:46.9,36.6303215,127.4557794,31122ca08c52bb58,-50,1776989086
391,team 4,sensor 4,88:A2:9E:9B:5E:6A,21,25.34,1,60,477,04:46.9,36.6303215,127.4557794,31122ca08c52bb58,-84,1776989085
392,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.01,25.45,1,61,478,04:48.7,36.6303215,127.4557794,31122ca08c52bb58,-86,1776989087
393,team 4,sensor 4,D8:3A:DD:79:8F:80,21.82,19.47,1,0,400,04:48.7,36.6303215,127.4557794,31122ca08c52bb58,-52,1776989088
394,team 4,sensor 4,D8:3A:DD:79:8F:80,21.82,19.47,1,0,400,04:50.0,36.6303215,127.4557794,31122ca08c52bb58,-50,1776989088
395,team 4,sensor 4,D8:3A:DD:79:8F:80,21.85,19.45,1,0,400,04:50.7,36.6303215,127.4557794,31122ca08c52bb58,-52,1776989090
396,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.02,25.41,1,52,461,04:50.7,36.6303215,127.4557794,31122ca08c52bb58,-83,1776989089
397,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.01,25.44,2,68,492,04:51.5,36.6303215,127.4557794,31122ca08c52bb58,-86,1776989091
398,team 4,sensor 4,D8:3A:DD:79:8F:80,21.85,19.45,1,0,400,04:52.0,36.6303215,127.4557794,31122ca08c52bb58,-50,1776989090
399,team 4,sensor 4,D8:3A:DD:79:8F:80,21.86,19.38,1,0,400,04:52.7,36.6303215,127.4557794,31122ca08c52bb58,-48,1776989092
400,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.01,25.44,2,68,492,04:52.7,36.6303215,127.4557794,31122ca08c52bb58,-84,1776989091
401,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.02,25.46,1,57,471,04:53.5,36.6303215,127.4557794,31122ca08c52bb58,-86,1776989093
402,team 4,sensor 4,D8:3A:DD:79:8F:80,21.86,19.38,1,0,400,04:54.0,36.6303215,127.4557794,31122ca08c52bb58,-65,1776989092
403,team 4,sensor 4,D8:3A:DD:79:8F:80,21.86,19.35,1,0,400,04:54.7,36.6303215,127.4557794,31122ca08c52bb58,-65,1776989094
404,team 4,sensor 4,D8:3A:DD:79:8F:80,21.86,19.35,1,0,400,04:56.0,36.6303215,127.4557794,31122ca08c52bb58,-53,1776989094
405,team 4,sensor 4,D8:3A:DD:79:8F:80,21.88,19.31,1,0,400,04:58.0,36.6303215,127.4557794,31122ca08c52bb58,-60,1776989096
406,team 4,sensor 4,D8:3A:DD:79:8F:80,21.91,19.29,1,0,400,04:58.7,36.6303215,127.4557794,31122ca08c52bb58,-56,1776989098
407,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.07,25.45,1,64,486,04:58.8,36.6303215,127.4557794,31122ca08c52bb58,-84,1776989097
408,team 4,sensor 4,D8:3A:DD:79:8F:80,21.91,19.29,1,0,400,05:00.0,36.6303215,127.4557794,31122ca08c52bb58,-69,1776989098
409,team 4,sensor 4,D8:3A:DD:79:8F:80,21.92,19.26,1,0,400,05:00.8,36.6303215,127.4557794,31122ca08c52bb58,-65,1776989100
410,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.07,25.5,2,67,490,05:00.8,36.6303215,127.4557794,31122ca08c52bb58,-84,1776989099
411,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.03,25.45,2,71,497,05:01.5,36.6303215,127.4557794,31122ca08c52bb58,-84,1776989101
412,team 4,sensor 4,D8:3A:DD:79:8F:80,21.93,19.31,1,0,400,05:02.8,36.6303215,127.4557794,31122ca08c52bb58,-47,1776989102
413,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.03,25.45,2,71,497,05:02.8,36.6303215,127.4557794,31122ca08c52bb58,-82,1776989101
414,team 4,sensor 4,D8:3A:DD:79:8F:80,21.93,19.31,1,0,400,05:04.0,36.6303215,127.4557794,31122ca08c52bb58,-49,1776989102
415,team 4,sensor 4,D8:3A:DD:79:8F:80,21.92,19.25,1,0,400,05:04.7,36.6303215,127.4557794,31122ca08c52bb58,-53,1776989104
416,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.02,25.42,2,67,490,05:04.8,36.6303215,127.4557794,31122ca08c52bb58,-83,1776989103
417,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.02,25.38,1,48,453,05:05.5,36.6303215,127.4557794,31122ca08c52bb58,-80,1776989105
418,team 4,sensor 4,D8:3A:DD:79:8F:80,21.92,19.25,1,0,400,05:06.0,36.6303215,127.4557794,31122ca08c52bb58,-51,1776989104
419,team 4,sensor 4,D8:3A:DD:79:8F:80,21.94,19.26,1,0,400,05:06.8,36.6303215,127.4557794,31122ca08c52bb58,-48,1776989106
420,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.02,25.38,1,48,453,05:06.8,36.6303215,127.4557794,31122ca08c52bb58,-81,1776989105
421,team 4,sensor 4,D8:3A:DD:79:8F:80,21.94,19.26,1,0,400,05:08.0,36.6303215,127.4557794,31122ca08c52bb58,-49,1776989106
422,team 4,sensor 4,D8:3A:DD:79:8F:80,21.94,19.27,1,0,400,05:08.7,36.6303215,127.4557794,31122ca08c52bb58,-55,1776989108
423,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.01,25.38,1,64,484,05:08.8,36.6303215,127.4557794,31122ca08c52bb58,-88,1776989107
424,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.02,25.42,2,71,497,05:09.5,36.6303215,127.4557794,31122ca08c52bb58,-92,1776989109
425,team 4,sensor 4,D8:3A:DD:79:8F:80,21.94,19.27,1,0,400,05:10.1,36.6303215,127.4557794,31122ca08c52bb58,-49,1776989108
426,team 4,sensor 4,D8:3A:DD:79:8F:80,21.93,19.26,1,0,400,05:10.8,36.630172,127.4557935,31122ca08c52bb58,-48,1776989110
427,team 4,sensor 4,D8:3A:DD:79:8F:80,21.95,19.25,1,0,400,05:12.8,36.63026,127.4557959,31122ca08c52bb58,-56,1776989112
428,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.98,25.39,2,68,493,05:12.8,36.63026,127.4557959,31122ca08c52bb58,-81,1776989111
429,team 4,sensor 4,D8:3A:DD:79:8F:80,21.95,19.25,1,0,400,05:14.0,36.6302581,127.4557952,31122ca08c52bb58,-57,1776989112
430,team 4,sensor 4,D8:3A:DD:79:8F:80,21.96,19.3,1,0,400,05:14.8,36.6302581,127.4557952,31122ca08c52bb58,-60,1776989114
431,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.95,25.37,1,63,482,05:14.8,36.6302581,127.4557952,31122ca08c52bb58,-88,1776989113
432,team 4,sensor 4,D8:3A:DD:79:8F:80,21.96,19.3,1,0,400,05:16.1,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989114
433,team 4,sensor 4,D8:3A:DD:79:8F:80,22.01,19.31,1,0,400,05:16.8,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989116
434,team 4,sensor 4,D8:3A:DD:79:8F:80,22.01,19.31,1,0,400,05:18.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989116
435,team 4,sensor 4,D8:3A:DD:79:8F:80,22.02,19.28,1,0,400,05:20.1,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989118
436,team 4,sensor 4,D8:3A:DD:79:8F:80,22.05,19.27,1,0,400,05:20.8,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989120
437,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.87,25.51,2,73,502,05:21.5,36.6302581,127.4557952,31122ca08c52bb58,-83,1776989121
438,team 4,sensor 4,D8:3A:DD:79:8F:80,22.05,19.27,1,0,400,05:22.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989120
439,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.87,25.51,2,73,502,05:22.8,36.6302581,127.4557952,31122ca08c52bb58,-78,1776989121
440,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.85,25.5,1,54,465,05:23.5,36.6302581,127.4557952,31122ca08c52bb58,-85,1776989123
441,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.85,25.5,1,54,465,05:24.8,36.6302581,127.4557952,31122ca08c52bb58,-88,1776989123
442,team 4,sensor 4,D8:3A:DD:79:8F:80,22.05,19.2,1,0,400,05:26.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989124
443,team 4,sensor 4,D8:3A:DD:79:8F:80,22.07,19.22,1,0,400,05:26.8,36.6302581,127.4557952,31122ca08c52bb58,-54,1776989126
444,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.87,25.53,1,49,456,05:26.8,36.6302581,127.4557952,31122ca08c52bb58,-84,1776989125
445,team 4,sensor 4,D8:3A:DD:79:8F:80,22.07,19.22,1,0,400,05:28.1,36.6302581,127.4557952,31122ca08c52bb58,-45,1776989126
446,team 4,sensor 4,D8:3A:DD:79:8F:80,22.08,19.24,1,0,400,05:28.8,36.6302581,127.4557952,31122ca08c52bb58,-57,1776989128
447,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.89,25.57,1,61,479,05:28.8,36.6302581,127.4557952,31122ca08c52bb58,-82,1776989127
448,team 4,sensor 4,D8:3A:DD:C1:88:BD,27.09,13.93,1,0,400,05:30.0,36.6302581,127.4557952,31122ca08c52bb58,-96,1776989098
449,team 4,sensor 4,D8:3A:DD:79:8F:80,22.08,19.24,1,0,400,05:30.1,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989128
450,team 4,sensor 4,D8:3A:DD:79:8F:80,22.1,19.25,1,0,400,05:30.8,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989130
451,team 4,sensor 4,D8:3A:DD:79:8F:80,22.1,19.25,1,0,400,05:32.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989130
452,team 4,sensor 4,D8:3A:DD:79:8F:80,22.08,19.32,1,0,400,05:32.8,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989132
453,team 4,sensor 4,D8:3A:DD:79:8F:80,22.08,19.32,1,0,400,05:34.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989132
454,team 4,sensor 4,D8:3A:DD:79:8F:80,22.1,19.28,1,0,400,05:36.1,36.6302581,127.4557952,31122ca08c52bb58,-60,1776989134
455,team 4,sensor 4,D8:3A:DD:79:8F:80,22.13,19.29,1,0,400,05:36.8,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989136
456,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.87,25.36,2,65,486,05:36.9,36.6302581,127.4557952,31122ca08c52bb58,-90,1776989135
457,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.81,25.36,1,55,467,05:37.5,36.6302581,127.4557952,31122ca08c52bb58,-84,1776989137
458,team 4,sensor 4,D8:3A:DD:79:8F:80,22.13,19.29,1,0,400,05:38.1,36.6302581,127.4557952,31122ca08c52bb58,-48,1776989136
459,team 4,sensor 4,D8:3A:DD:79:8F:80,22.09,19.25,1,0,400,05:38.8,36.6302581,127.4557952,31122ca08c52bb58,-54,1776989138
460,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.75,25.39,1,63,483,05:39.6,36.6302581,127.4557952,31122ca08c52bb58,-84,1776989139
461,team 4,sensor 4,D8:3A:DD:79:8F:80,22.09,19.25,1,0,400,05:40.1,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989138
462,team 4,sensor 4,D8:3A:DD:79:8F:80,22.06,19.29,1,0,400,05:40.8,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989140
463,team 4,sensor 4,D8:3A:DD:79:8F:80,22.06,19.29,1,0,400,05:42.1,36.6302581,127.4557952,31122ca08c52bb58,-62,1776989140
464,team 4,sensor 4,D8:3A:DD:79:8F:80,22.08,19.33,1,0,400,05:42.8,36.6302581,127.4557952,31122ca08c52bb58,-59,1776989142
465,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.74,25.68,1,61,480,05:45.5,36.6302581,127.4557952,31122ca08c52bb58,-82,1776989145
466,team 4,sensor 4,D8:3A:DD:79:8F:80,22.1,19.32,1,0,400,05:46.1,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989144
467,team 4,sensor 4,D8:3A:DD:79:8F:80,22.11,19.32,1,0,400,05:46.8,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989146
468,team 4,sensor 4,D8:3A:DD:79:8F:80,22.11,19.32,1,0,400,05:48.1,36.6302581,127.4557952,31122ca08c52bb58,-62,1776989146
469,team 4,sensor 4,D8:3A:DD:79:8F:80,22.11,19.29,1,0,400,05:48.8,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989148
470,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.78,25.7,2,68,493,05:48.8,36.6302581,127.4557952,31122ca08c52bb58,-82,1776989147
471,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.82,25.7,2,76,508,05:49.5,36.6302581,127.4557952,31122ca08c52bb58,-80,1776989149
472,team 4,sensor 4,D8:3A:DD:79:8F:80,22.12,19.36,1,0,400,05:50.8,36.6302581,127.4557952,31122ca08c52bb58,-57,1776989150
473,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.82,25.7,2,76,508,05:50.8,36.6302581,127.4557952,31122ca08c52bb58,-87,1776989149
474,team 4,sensor 4,D8:3A:DD:79:8F:80,22.12,19.36,1,0,400,05:52.1,36.6302581,127.4557952,31122ca08c52bb58,-56,1776989150
475,team 4,sensor 4,D8:3A:DD:79:8F:80,22.12,19.34,1,0,400,05:52.8,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989152
476,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.88,25.69,2,66,489,05:52.8,36.6302581,127.4557952,31122ca08c52bb58,-88,1776989151
477,team 4,sensor 4,D8:3A:DD:79:8F:80,22.12,19.34,1,0,400,05:54.1,36.6302581,127.4557952,31122ca08c52bb58,-56,1776989152
478,team 4,sensor 4,D8:3A:DD:79:8F:80,22.13,19.33,1,0,400,05:54.8,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989154
479,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.92,25.61,2,90,533,05:55.5,36.6302581,127.4557952,31122ca08c52bb58,-86,1776989155
480,team 4,sensor 4,D8:3A:DD:79:8F:80,22.13,19.33,1,0,400,05:56.1,36.6302581,127.4557952,31122ca08c52bb58,-55,1776989154
481,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.98,25.64,1,60,478,05:57.5,36.6302581,127.4557952,31122ca08c52bb58,-83,1776989157
482,team 4,sensor 4,D8:3A:DD:79:8F:80,22.18,19.3,1,0,400,05:58.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989156
483,team 4,sensor 4,D8:3A:DD:79:8F:80,22.16,19.35,1,0,400,05:58.8,36.6302581,127.4557952,31122ca08c52bb58,-54,1776989158
484,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.98,25.64,1,60,478,05:58.8,36.6302581,127.4557952,31122ca08c52bb58,-88,1776989157
485,team 4,sensor 4,88:A2:9E:9B:5E:6A,21,25.58,2,65,487,05:59.6,36.6302581,127.4557952,31122ca08c52bb58,-80,1776989159
486,team 4,sensor 4,D8:3A:DD:79:8F:80,22.16,19.35,1,0,400,06:00.1,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989158
487,team 4,sensor 4,D8:3A:DD:79:8F:80,22.17,19.37,1,0,400,06:00.8,36.6302581,127.4557952,31122ca08c52bb58,-49,1776989160
488,team 4,sensor 4,D8:3A:DD:79:8F:80,22.2,19.34,1,0,400,06:02.8,36.6302581,127.4557952,31122ca08c52bb58,-58,1776989162
489,team 4,sensor 4,D8:3A:DD:79:8F:80,22.2,19.36,1,0,400,06:04.8,36.6302581,127.4557952,31122ca08c52bb58,-56,1776989164
490,team 4,sensor 4,D8:3A:DD:79:8F:80,22.2,19.36,1,0,400,06:06.1,36.6302581,127.4557952,31122ca08c52bb58,-54,1776989164
491,team 4,sensor 4,D8:3A:DD:79:8F:80,22.22,19.37,1,0,400,06:06.8,36.6302581,127.4557952,31122ca08c52bb58,-58,1776989166
492,team 4,sensor 4,88:A2:9E:9B:5E:6A,20.99,25.53,2,78,510,06:06.9,36.6302581,127.4557952,31122ca08c52bb58,-84,1776989165
493,team 4,sensor 4,D8:3A:DD:79:8F:80,22.22,19.37,1,0,400,06:08.1,36.6302581,127.4557952,31122ca08c52bb58,-61,1776989166
494,team 4,sensor 4,D8:3A:DD:79:8F:80,22.21,19.38,1,0,400,06:08.8,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989168
495,team 4,sensor 4,D8:3A:DD:79:8F:80,22.21,19.38,1,0,400,06:10.1,36.6302581,127.4557952,31122ca08c52bb58,-56,1776989168
496,team 4,sensor 4,D8:3A:DD:79:8F:80,22.24,19.35,1,0,400,06:10.8,36.6302581,127.4557952,31122ca08c52bb58,-59,1776989170
497,team 4,sensor 4,D8:3A:DD:79:8F:80,22.24,19.35,1,0,400,06:12.1,36.6302581,127.4557952,31122ca08c52bb58,-54,1776989170
498,team 4,sensor 4,D8:3A:DD:79:8F:80,22.24,19.37,1,0,400,06:12.8,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989172
499,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.08,25.54,2,89,530,06:12.9,36.6302581,127.4557952,31122ca08c52bb58,-86,1776989171
500,team 4,sensor 4,D8:3A:DD:79:8F:80,22.24,19.37,1,0,400,06:14.1,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989172
501,team 4,sensor 4,D8:3A:DD:79:8F:80,22.23,19.34,1,0,400,06:14.8,36.6302581,127.4557952,31122ca08c52bb58,-58,1776989174
502,team 4,sensor 4,D8:3A:DD:79:8F:80,22.23,19.34,1,0,400,06:16.1,36.6302581,127.4557952,31122ca08c52bb58,-56,1776989174
503,team 4,sensor 4,D8:3A:DD:79:8F:80,22.26,19.4,1,0,400,06:16.8,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989176
504,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.19,25.46,2,67,490,06:16.9,36.6302581,127.4557952,31122ca08c52bb58,-86,1776989175
505,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.25,25.46,2,83,519,06:17.6,36.6302581,127.4557952,31122ca08c52bb58,-84,1776989177
506,team 4,sensor 4,D8:3A:DD:79:8F:80,22.26,19.4,1,0,400,06:18.1,36.6302581,127.4557952,31122ca08c52bb58,-57,1776989176
507,team 4,sensor 4,D8:3A:DD:79:8F:80,22.28,19.38,1,0,400,06:18.8,36.6302581,127.4557952,31122ca08c52bb58,-55,1776989178
508,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.25,25.46,2,83,519,06:18.9,36.6302581,127.4557952,31122ca08c52bb58,-75,1776989177
509,team 4,sensor 4,D8:3A:DD:79:8F:80,22.28,19.38,1,0,400,06:20.1,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989178
510,team 4,sensor 4,D8:3A:DD:79:8F:80,22.24,19.39,1,0,400,06:20.8,36.6302581,127.4557952,31122ca08c52bb58,-59,1776989180
511,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.31,25.46,2,82,518,06:20.9,36.6302581,127.4557952,31122ca08c52bb58,-85,1776989179
512,team 4,sensor 4,D8:3A:DD:C1:88:BD,26.6,14.48,1,0,400,06:22.1,36.6302581,127.4557952,31122ca08c52bb58,-92,1776989150
513,team 4,sensor 4,D8:3A:DD:79:8F:80,22.24,19.39,1,0,400,06:22.1,36.6302581,127.4557952,31122ca08c52bb58,-48,1776989180
514,team 4,sensor 4,D8:3A:DD:79:8F:80,22.28,19.43,1,0,400,06:22.9,36.6302581,127.4557952,31122ca08c52bb58,-49,1776989182
515,team 4,sensor 4,D8:3A:DD:79:8F:80,22.28,19.43,1,0,400,06:24.1,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989182
516,team 4,sensor 4,D8:3A:DD:79:8F:80,22.3,19.43,1,0,400,06:24.8,36.6302581,127.4557952,31122ca08c52bb58,-58,1776989184
517,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.4,25.42,2,79,513,06:24.9,36.6302581,127.4557952,31122ca08c52bb58,-88,1776989183
518,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.43,25.41,2,76,507,06:25.6,36.6302581,127.4557952,31122ca08c52bb58,-86,1776989185
519,team 4,sensor 4,D8:3A:DD:79:8F:80,22.3,19.43,1,0,400,06:26.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989184
520,team 4,sensor 4,D8:3A:DD:79:8F:80,22.31,19.46,1,0,400,06:26.8,36.6302581,127.4557952,31122ca08c52bb58,-55,1776989186
521,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.43,25.41,2,76,507,06:26.9,36.6302581,127.4557952,31122ca08c52bb58,-81,1776989185
522,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.5,25.44,2,65,487,06:27.6,36.6302581,127.4557952,31122ca08c52bb58,-82,1776989187
523,team 4,sensor 4,D8:3A:DD:79:8F:80,22.31,19.46,1,0,400,06:28.1,36.6302581,127.4557952,31122ca08c52bb58,-57,1776989186
524,team 4,sensor 4,D8:3A:DD:79:8F:80,22.34,19.45,1,0,400,06:28.9,36.6302581,127.4557952,31122ca08c52bb58,-49,1776989188
525,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.5,25.44,2,65,487,06:28.9,36.6302581,127.4557952,31122ca08c52bb58,-83,1776989187
526,team 4,sensor 4,D8:3A:DD:79:8F:80,22.34,19.45,1,0,400,06:30.1,36.6302581,127.4557952,31122ca08c52bb58,-48,1776989188
527,team 4,sensor 4,D8:3A:DD:79:8F:80,22.35,19.48,1,0,400,06:30.8,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989190
528,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.56,25.39,2,71,499,06:30.9,36.6302581,127.4557952,31122ca08c52bb58,-82,1776989189
529,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.6,25.37,2,73,502,06:31.6,36.6302581,127.4557952,31122ca08c52bb58,-81,1776989191
530,team 4,sensor 4,D8:3A:DD:79:8F:80,22.35,19.48,1,0,400,06:32.1,36.6302581,127.4557952,31122ca08c52bb58,-49,1776989190
531,team 4,sensor 4,D8:3A:DD:79:8F:80,22.33,19.45,1,0,400,06:32.8,36.6302581,127.4557952,31122ca08c52bb58,-48,1776989192
532,team 4,sensor 4,D8:3A:DD:79:8F:80,22.33,19.45,1,0,400,06:34.1,36.6302581,127.4557952,31122ca08c52bb58,-54,1776989192
533,team 4,sensor 4,D8:3A:DD:79:8F:80,22.35,19.56,1,0,400,06:34.9,36.6302581,127.4557952,31122ca08c52bb58,-55,1776989194
534,team 4,sensor 4,D8:3A:DD:79:8F:80,22.35,19.56,1,0,400,06:36.1,36.6302581,127.4557952,31122ca08c52bb58,-58,1776989194
535,team 4,sensor 4,D8:3A:DD:79:8F:80,22.35,19.53,1,0,400,06:36.8,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989196
536,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.7,25.32,2,81,516,06:36.9,36.6302581,127.4557952,31122ca08c52bb58,-85,1776989195
537,team 4,sensor 4,D8:3A:DD:79:8F:80,22.35,19.53,1,0,400,06:38.1,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989196
538,team 4,sensor 4,D8:3A:DD:79:8F:80,22.36,19.6,1,0,400,06:38.9,36.6302581,127.4557952,31122ca08c52bb58,-48,1776989198
539,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.72,25.07,2,78,511,06:39.6,36.6302581,127.4557952,31122ca08c52bb58,-79,1776989199
540,team 4,sensor 4,D8:3A:DD:79:8F:80,22.36,19.53,1,0,400,06:42.1,36.6302581,127.4557952,31122ca08c52bb58,-50,1776989200
541,team 4,sensor 4,D8:3A:DD:79:8F:80,22.36,19.58,1,0,400,06:42.9,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989202
542,team 4,sensor 4,D8:3A:DD:79:8F:80,22.36,19.58,1,0,400,06:44.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989202
543,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.84,25.17,2,75,505,06:44.9,36.6302581,127.4557952,31122ca08c52bb58,-81,1776989203
544,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.89,25.11,2,73,502,06:45.6,36.6302581,127.4557952,31122ca08c52bb58,-88,1776989205
545,team 4,sensor 4,D8:3A:DD:79:8F:80,22.35,19.57,1,0,400,06:46.2,36.6302581,127.4557952,31122ca08c52bb58,-47,1776989204
546,team 4,sensor 4,D8:3A:DD:79:8F:80,22.38,19.57,1,0,400,06:46.9,36.6302581,127.4557952,31122ca08c52bb58,-48,1776989206
547,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.89,25.11,2,73,502,06:46.9,36.6302581,127.4557952,31122ca08c52bb58,-83,1776989205
548,team 4,sensor 4,D8:3A:DD:79:8F:80,22.38,19.57,1,0,400,06:48.2,36.6302581,127.4557952,31122ca08c52bb58,-55,1776989206
549,team 4,sensor 4,D8:3A:DD:79:8F:80,22.4,19.55,1,0,400,06:48.9,36.6302581,127.4557952,31122ca08c52bb58,-52,1776989208
550,team 4,sensor 4,88:A2:9E:9B:5E:6A,21.93,25.07,2,72,500,06:48.9,36.6302581,127.4557952,31122ca08c52bb58,-86,1776989207
551,team 4,sensor 4,D8:3A:DD:79:8F:80,22.4,19.55,1,0,400,06:50.1,36.6302581,127.4557952,31122ca08c52bb58,-51,1776989208
552,team 4,sensor 4,D8:3A:DD:79:8F:80,22.41,19.61,1,0,400,06:52.2,36.6302581,127.4557952,31122ca08c52bb58,-62,1776989210
553,team 4,sensor 4,D8:3A:DD:79:8F:80,22.41,19.57,1,0,400,06:52.9,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989212
554,team 4,sensor 4,88:A2:9E:9B:5E:6A,22.06,25.09,2,70,496,06:52.9,36.6302581,127.4557952,31122ca08c52bb58,-77,1776989211
555,team 4,sensor 4,88:A2:9E:9B:5E:6A,22.09,25.07,2,76,506,06:53.6,36.6302581,127.4557952,31122ca08c52bb58,-79,1776989213
556,team 4,sensor 4,D8:3A:DD:79:8F:80,22.41,19.57,1,0,400,06:54.2,36.6302581,127.4557952,31122ca08c52bb58,-74,1776989212
557,team 4,sensor 4,88:A2:9E:9B:5E:6A,22.09,25.07,2,76,506,06:54.9,36.6302581,127.4557952,31122ca08c52bb58,-83,1776989213
558,team 4,sensor 4,D8:3A:DD:C1:88:BD,26.67,14.42,1,0,400,06:55.4,36.6302581,127.4557952,31122ca08c52bb58,-90,1776989182
559,team 4,sensor 4,D8:3A:DD:C1:88:BD,26.68,14.43,1,0,400,06:56.1,36.6302581,127.4557952,31122ca08c52bb58,-96,1776989184
560,team 4,sensor 4,D8:3A:DD:79:8F:80,22.42,19.59,1,0,400,06:56.1,36.6302581,127.4557952,31122ca08c52bb58,-53,1776989214
561,team 4,sensor 4,D8:3A:DD:79:8F:80,22.43,19.61,1,0,400,06:56.9,36.6302581,127.4557952,31122ca08c52bb58,-56,1776989216
562,team 4,sensor 4,88:A2:9E:9B:5E:6A,22.16,25.06,2,65,487,06:56.9,36.6302581,127.4557952,31122ca08c52bb58,-89,1776989215
563,team 4,sensor 4,88:A2:9E:9B:5E:6A,22.21,25.06,2,66,488,06:57.6,36.6302581,127.4557952,31122ca08c52bb58,-83,1776989217
